f1,f2,card_name,fight_date,fights_location,fight_url
Alptekin Ozkilic,Darren Uyenoyama,UFC on FOX: Johnson vs. Benavidez 2,"December 14, 2013","Sacramento, California, USA",http://www.ufcstats.com/fight-details/0f215b143e08f425
Mark Hunt,Antonio Silva,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/fe52c91f751e8db6
Mauricio Rua,James Te Huna,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/b568f3700aa2c1f7
Ryan Bader,Anthony Perosh,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/bfc321f0b0a7bf40
Soa Palelei,Pat Barry,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/45e6eec6b35d7dfe
Clint Hester,Dylan Andrews,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/adc1b34f6988bd68
Bethe Correia,Julie Kedzie,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/39efb868dbe7e311
Takeya Mizugaki,Nam Phan,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/b951f2d4080ef172
Caio Magalhaes,Nick Ring,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/e982a2648d69fda6
Justin Scoggins,Richie Vaculik,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/e14b4f2c7b36d0b9
Krzysztof Jotko,Bruno Santos,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/678eb77df5589eac
Alex Garcia,Ben Wall,UFC Fight Night: Hunt vs Bigfoot,"December 06, 2013","Brisbane, Queensland, Australia",http://www.ufcstats.com/fight-details/2389557cfa02df78
Nate Diaz,Gray Maynard,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/f0815638f558968d
Julianna Pena,Jessica Rakoczy,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/fca7fbd0bafc480c
Chris Holdsworth,Davey Grant,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a072ec605bebe5a8
Jessamyn Duke,Peggy Morgan,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1b7bc992c26ac10f
Raquel Pennington,Roxanne Modafferi,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2a940fac11da404d
Akira Corassani,Maximo Blanco,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/b186f4778257ca6d
Tom Niinimaki,Rani Yahya,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e9ec16e4e7cfb120
Jared Rosholt,Walt Harris,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/2b5058614b56a898
Sean Spencer,Drew Dober,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/64e1197b8d5d0706
Josh Sampo,Ryan Benoit,The Ultimate Fighter: Team Rousey vs. Team Tate Finale,"November 30, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/c9ebbba18e4e1e84
Georges St-Pierre,Johny Hendricks,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/7ff036c99621eb1c
Rashad Evans,Chael Sonnen,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/25cb0e15dfc8deb3
Robbie Lawler,Rory MacDonald,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/6c1fa30e1dd38c0b
Tyron Woodley,Josh Koscheck,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/1f5c71dd2a0672ac
Ali Bagautinov,Tim Elliott,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/3081e6e1bc1235a8
Donald Cerrone,Evan Dunham,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/67222a0d79c83086
Thales Leites,Ed Herman,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/e9ed827818e8cadf
Rick Story,Brian Ebersole,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9bec9d2d0dd1d7f7
Erik Perez,Edwin Figueroa,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/9cc0582c703637aa
Jason High,Anthony Lapsley,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/a4d7e8241422ed41
Sergio Pettis,Will Campuzano,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/55f4c3598797ce6f
Gian Villante,Cody Donovan,UFC 167: St-Pierre vs Hendricks,"November 16, 2013","Las Vegas, Nevada, USA",http://www.ufcstats.com/fight-details/d8b864e673f53ec2
Vitor Belfort,Dan Henderson,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/1d34e2f80cb91188
Cezar Ferreira,Daniel Sarafian,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/2d57ce76f7922ed9
Rafael Cavalcante,Igor Pokrajac,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/c6c37a9e8990baba
Brandon Thatch,Paulo Thiago,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/8de959ac3c3eeb85
Ryan LaFlare,Santiago Ponzinibbio,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/389c844a1a56177c
Jeremy Stephens,Rony Jason,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/2e042964c6498e7a
Sam Sicilia,Godofredo Pepey,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/0a70601cc9f2426f
Omari Akhmedov,Thiago Perpetuo,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/e9bc416752cadd29
Thiago Tavares,Justin Salas,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/ee4d086121100177
Adriano Martins,Daron Cruickshank,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/2dd0a47f43dfe8f6
Dustin Ortiz,Jose Maria,UFC Fight Night: Belfort vs Henderson 2,"November 09, 2013","Goiania, Goias, Brazil",http://www.ufcstats.com/fight-details/5cce3bc28ddb158f
Tim Kennedy,Rafael Natal,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/26e876df6d498657
Alexis Davis,Liz Carmouche,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/4c257f69fb974088
Yoel Romero,Ronny Markes,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/b35f2071e6dd4b12
Rustam Khabilov,Jorge Masvidal,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/dbc3afd71525c83d
Michael Chiesa,Colton Smith,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/0cd79ea89d5931d0
Bobby Green,James Krause,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/2bcb1b0b05e2c739
Francisco Rivera,George Roop,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/dc3deae609874677
Dennis Bermudez,Steven Siler,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/ce30634422a264f9
Amanda Nunes,Germaine de Randamie,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/add991cb839af4ed
Lorenz Larkin,Chris Camozzi,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/ef97cccf28cf00a8
Yves Edwards,Yancy Medeiros,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/ab18079c7c0040fb
Seth Baczynski,Neil Magny,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/6017ccf5fa09da34
Derek Brunson,Brian Houston,UFC Fight Night: Fight for the Troops 3,"November 06, 2013","Fort Campbell, Kentucky, USA",http://www.ufcstats.com/fight-details/20a83369ee44e1d4
Lyoto Machida,Mark Munoz,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/49d065270f57ad99
Ross Pearson,Melvin Guillard,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/b25662d83e6d4c3b
Jimi Manuwa,Ryan Jimmo,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/c33671cab408184b
Norman Parke,Jon Tuck,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/a34dc365302238e8
Nicholas Musoke,Alessio Sakara,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/2a50b91600e87994
John Lineker,Phil Harris,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/4c0718f12ca664bb
Al Iaquinta,Piotr Hallmann,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/22fdf7a08691db5d
Luke Barnatt,Andrew Craig,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/6fbd9d599d638106
Jessica Andrade,Rosi Sexton,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/5364d1537fc7d5aa
Cole Miller,Andy Ogle,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/0051d7fbb7893d27
Jimy Hettes,Robert Whiteford,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/ce9e10ad39976287
Brad Scott,Michael Kuiper,UFC Fight Night: Machida vs Munoz,"October 26, 2013","Manchester, England, United Kingdom",http://www.ufcstats.com/fight-details/46c89e7e886cdc5b
Cain Velasquez,Junior Dos Santos,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/0bdc4e7ce6687367
Daniel Cormier,Roy Nelson,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/e7cb40d82d987b9e
Gilbert Melendez,Diego Sanchez,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/340d5e6f22ff6ac4
Gabriel Gonzaga,Shawn Jordan,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/ed53922429a19c99
John Dodson,Darrell Montague,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/eba86a4ea6128840
Tim Boetsch,CB Dollaway,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/fffa21388cdd78b7
Hector Lombard,Nate Marquardt,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/2a5fd0e2728967a5
Sarah Kaufman,Jessica Eye,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/c9eb00b7efdc7559
KJ Noons,George Sotiropoulos,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/ed9d7d85a5ae06b1
Adlan Amagov,TJ Waldburger,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/2443d8aa86f0070d
Tony Ferguson,Mike Rio,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/58b7b23b46f4ccd6
Andre Fili,Jeremy Larsen,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/f11ca082c924464c
Kyoji Horiguchi,Dustin Pague,UFC 166: Velasquez vs Dos Santos 3,"October 19, 2013","Houston, Texas, USA",http://www.ufcstats.com/fight-details/e1ccf09c055bac01
Jake Shields,Demian Maia,UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/fight-details/a41ba2624191bf23
Dong Hyun Kim,Erick Silva,UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/fight-details/3fc3179cd800128e
Thiago Silva,Matt Hamill,UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/fight-details/adede42d4c20494c
Fabio Maldonado,Joey Beltran,UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/fight-details/fecf9c7a4e965690
Rousimar Palhares,Mike Pierce,UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/fight-details/e0ca5ac323768da0
Raphael Assuncao,TJ Dillashaw,UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/fight-details/9ad2dde9c35d3cc4
Igor Araujo,Ildemar Alcantara,UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/fight-details/676590832dc86748
Yan Cabral,David Mitchell,UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/fight-details/3e610c7a2ab31acd
Chris Cariaso,Iliarde Santos,UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/fight-details/3a8baa48c9b30d47
Alan Patrick,Garett Whiteley,UFC Fight Night: Maia vs Shields,"October 09, 2013","Barueri, Sao Paulo, Brazil",http://www.ufcstats.com/fight-details/79e7b986601fdd2a
Jon Jones,Alexander Gustafsson,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/0aa5be9d0e75dd42
Renan Barao,Eddie Wineland,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/1019f330bdecfc65
Brendan Schaub,Matt Mitrione,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/c0a5eeb0be0049bb
Francis Carmont,Constantinos Philippou,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/d9834a03626a3c06
Khabib Nurmagomedov,Pat Healy,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/ca2b48fd007126e0
Myles Jury,Mike Ricci,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/b3bb90f5a2aa0d7c
Wilson Reis,Ivan Menjivar,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/e37368ff2a7a71f6
Stephen Thompson,Chris Clements,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/a95be3943ea0f691
Mitch Gagnon,Dustin Kimura,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/0d857bd8245f9d31
John Makdessi,Renee Forte,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/d3f9262901219944
Michel Prazeres,Jesse Ronson,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/5b2cc17158d77f07
Alex Caceres,Roland Delorme,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/a605d4153c7dbd84
Daniel Omielanczuk,Nandor Guelmino,UFC 165: Jones vs Gustafsson,"September 21, 2013","Toronto, Ontario, Canada",http://www.ufcstats.com/fight-details/c3b1653fb5e101e0
Glover Teixeira,Ryan Bader,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/8456a02bd3621837
Jacare Souza,Yushin Okami,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/9166d2f99369c06b
Joseph Benavidez,Jussier Formiga,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/bbcb7b5ca439bebb
Piotr Hallmann,Francisco Trinaldo,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/5aeac72404dd7c6d
Rafael Natal,Tor Troeng,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/d67dadf630c36f18
Ali Bagautinov,Marcos Vinicius,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/46aa72d0ccd2be0a
Edimilson Souza,Felipe Arantes,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/5df777be98ea09de
Lucas Martins,Ramiro Hernandez,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/b8e1a9db956e245b
Elias Silverio,Joao Zeferino,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/e706a0fca8e82288
Ivan Jorge,Keith Wisniewski,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/563adcb4abd48f6b
Sean Spencer,Yuri Villefort,UFC Fight Night: Teixeira vs Bader,"September 04, 2013","Belo Horizonte, Minas Gerais, Brazil",http://www.ufcstats.com/fight-details/95d86cec2a7124b3
Anthony Pettis,Benson Henderson,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/fa084335b5f87627
Josh Barnett,Frank Mir,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/aac887ea8a83d7a4
Chad Mendes,Clay Guida,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/fef6b147d5fb90bd
Ben Rothwell,Brandon Vera,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/4dc03e76536b85e5
Dustin Poirier,Erik Koch,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/af51920a3e176995
Gleison Tibau,Jamie Varner,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/7b13fdc889028e66
Tim Elliott,Louis Gaudinot,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/336670b46f343d65
Hyun Gyu Lim,Pascal Krauss,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/66a99e85803efd92
Chico Camus,Kyung Ho Kang,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/6ce1b33bccdfa676
Soa Palelei,Nikita Krylov,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/b4555cd5b5d2a53f
Al Iaquinta,Ryan Couture,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/9cd973a0a6c1cd5c
Magnus Cedenblad,Jared Hamman,UFC 164: Henderson vs Pettis 2,"August 31, 2013","Milwaukee, Wisconsin, USA",http://www.ufcstats.com/fight-details/98903717ea3dfc24
Carlos Condit,Martin Kampmann,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/bfef39e6493f6487
Rafael Dos Anjos,Donald Cerrone,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/ca17e1385ef98e57
Kelvin Gastelum,Brian Melancon,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/f0d839f6d712a233
Court McGee,Robert Whittaker,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/f18ea0d8b472dc1e
Takeya Mizugaki,Erik Perez,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/382d626d45c36f14
Brad Tavares,Robert McDaniel,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/8ab4682a544f3c49
Dylan Andrews,Papy Abedi,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/a86b801279e0ef4a
Brandon Thatch,Justin Edwards,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/964eb53864554ed0
Darren Elkins,Hatsu Hioki,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/dd1131c208475365
Jason High,James Head,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/e1f9390c465a2988
Zak Cummings,Ben Alloway,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/602e8602fe9c9121
Roger Bowling,Abel Trujillo,UFC Fight Night: Condit vs Kampmann 2,"August 28, 2013","Indianapolis, Indiana, USA",http://www.ufcstats.com/fight-details/6b30fe49b6df63de
Chael Sonnen,Mauricio Rua,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/1308a39eec6f86cc
Travis Browne,Alistair Overeem,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/eefc526e320524e6
Urijah Faber,Iuri Alcantara,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/751f2796809d2a6f
Matt Brown,Mike Pyle,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/85ee3b5995874141
John Howard,Uriah Hall,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/47dd6356ceb2eba8
Michael Johnson,Joe Lauzon,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/320580a92d5c2924
Michael McDonald,Brad Pickett,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/8e41d022b55277ae
Conor McGregor,Max Holloway,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/5d839e4eda09d6e4
Steven Siler,Mike Brown,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/05dce98da0acefd8
Diego Brandao,Daniel Pineda,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/a2c0f4142ba4ba75
Manvel Gamburyan,Cole Miller,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/0f74449bf6f64616
Ovince Saint Preux,Cody Donovan,UFC Fight Night: Shogun vs Sonnen,"August 17, 2013","Boston, Massachusetts, USA",http://www.ufcstats.com/fight-details/5135e078b807f9a2
